"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page2","n_page3","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","n_humanecology","n_drycleaner","n_library","correctness","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","cp1","q1","q2","q3"
"20100211253173150",0,0,1,141065,570,1045816,11,4,49,12,30,14,68,30,11,136,154,2,9,129,16,2,6,6,0,209,24,59,83,53,142,0.5,0,0,1,0,1,0,0,1,1,1,0.666666666666667,0,1,1
"20100211281630376",0,0,1,80100,407,491465,11,4,49,12,26,9,29,31,11,121,131,4,9,51,10,7,0,2,0,213,0,10,48,43,93,0.7,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100211344685930",0,0,1,68331,508,511785,11,6,47,13,26,25,48,33,12,105,198,3,12,56,15,11,2,11,1,217,37,23,79,62,90,0.4,0,0,0,0,1,1,0,1,1,0,0.333333333333333,0,1,0
"20100211371475936",0,0,0,114753,655,1394390,11,4,49,12,30,11,46,34,13,136,298,10,10,87,9,0,6,5,0,281,0,34,140,51,149,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1
"20100211382323040",0,0,1,62021,354,536743,11,6,45,11,31,14,18,15,11,137,114,5,9,21,9,2,2,9,1,168,0,33,41,41,71,0.8,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100211382417492",0,0,1,19083,304,200935,11,4,39,11,24,2,14,6,17,126,101,1,9,21,6,0,0,2,0,149,0,12,36,48,59,0.7,0,0,1,0,1,1,1,1,1,1,1,1,1,1
"20100211421173170",0,0,1,61284,288,412804,11,4,44,11,25,2,26,7,13,101,98,2,9,22,7,0,2,0,0,147,0,12,40,28,61,0.7,1,1,1,1,0,0,1,1,1,0,1,1,1,1
"20100211430371096",0,0,0,72209,496,584970,11,4,49,11,30,4,39,29,14,111,211,7,9,63,8,4,0,0,0,214,0,25,127,35,95,0.5,0,0,1,1,0,0,1,1,1,0,0.666666666666667,1,1,0
"20100211432649536",0,0,1,83985,280,542320,10,3,42,11,21,0,17,11,11,93,108,2,9,21,7,0,0,0,0,147,0,17,41,26,49,0.6,0,0,1,1,0,1,1,1,1,0,1,1,1,1
"20100211462222760",1,1,1,47215,366,895001,11,4,43,11,29,2,18,18,11,110,156,5,9,29,7,2,0,0,0,175,0,15,46,37,93,0.7,1,0,1,0,1,1,0,1,1,1,1,1,1,1
"20100211531378948",0,0,1,53806,782,545072,11,4,53,13,31,6,67,22,21,144,339,6,15,150,11,4,0,2,0,361,50,70,57,57,187,0.9,1,1,1,1,1,1,1,0,1,1,0.333333333333333,0,0,1
"20100211570205056",0,0,1,31858,266,368069,10,3,45,12,25,0,16,18,11,98,87,3,9,16,7,0,0,0,0,140,4,9,34,28,51,0.8,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"20100211571406396",0,0,1,21318,503,216617,10,3,43,12,23,0,25,23,26,102,267,1,9,41,8,0,0,0,0,289,0,17,56,43,98,0.3,0,1,0,1,0,1,0,0,0,0,1,1,1,1
"20100211574783960",0,1,0,43875,323,409046,11,4,45,12,21,2,22,11,11,113,110,4,9,34,6,2,0,0,0,168,0,14,51,44,46,0.6,1,0,0,1,1,1,1,0,1,0,1,1,1,1
"20100211582805144",1,0,1,66199,300,439143,11,4,42,11,21,3,20,15,11,115,89,1,9,29,7,3,0,0,0,132,0,11,28,47,82,0.5,1,0,1,1,1,0,0,0,1,0,1,1,1,1
"20100212050800576",0,0,1,22466,314,304667,11,4,46,11,29,6,16,12,14,125,101,3,9,20,7,4,0,2,0,149,0,23,41,44,57,0.8,0,1,1,1,1,1,0,1,1,1,1,1,1,1
"20100212061723096",0,0,1,70500,637,717742,11,4,52,13,27,2,60,57,12,125,224,7,15,104,30,0,0,2,0,266,7,46,63,66,189,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1
"20100212061985120",0,0,1,116820,613,1370641,11,6,54,12,35,39,45,27,18,155,228,17,9,64,10,14,6,16,3,313,0,29,90,56,125,0.4,0,0,1,0,0,1,0,0,1,1,0.666666666666667,0,1,1
"20100212095239016",0,1,1,20252,312,235273,11,4,40,11,22,4,16,10,13,121,110,1,9,21,6,0,0,4,0,150,0,8,43,46,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100212133008130",0,0,1,158895,544,671043,11,4,49,12,27,3,44,31,11,108,192,4,9,132,9,0,3,0,0,225,0,70,94,31,124,0.4,1,0,0,1,1,0,0,1,0,0,1,1,1,1
"20100212140922700",0,0,1,24713,279,1554052,10,3,42,11,23,0,17,13,12,95,105,1,9,19,7,0,0,0,0,152,0,17,35,29,46,0.9,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"20100212183407164",0,0,1,63793,289,492117,11,4,42,11,23,7,17,6,15,122,69,2,9,35,6,0,7,0,0,145,0,9,46,43,46,0.5,1,0,1,1,0,1,0,0,1,0,1,1,1,1
"20100212211957756",0,0,1,23676,331,1093168,10,3,41,11,26,0,15,12,12,142,105,1,9,24,10,0,0,0,0,140,0,32,47,60,52,0.8,1,1,1,1,1,1,0,1,1,0,0.666666666666667,1,1,0
"20100212240022480",0,0,1,89630,441,903644,11,4,50,12,27,5,46,18,13,122,114,3,9,103,7,5,0,0,0,211,0,9,65,39,117,0.7,0,1,0,1,1,1,1,1,1,0,0.333333333333333,0,1,0
"20100212242030410",0,0,1,55650,544,546738,11,4,44,12,23,6,35,14,11,102,272,2,9,83,9,2,2,2,0,307,0,35,57,48,97,0.7,1,1,1,0,1,1,1,0,1,0,1,1,1,1
"20100212260501024",0,0,1,79698,436,614571,10,3,43,11,23,0,33,12,11,119,130,3,12,108,7,0,0,0,0,171,0,13,134,38,80,0.7,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100212283736120",0,0,1,65810,405,1034137,11,6,50,11,28,10,27,12,16,119,169,3,9,31,8,1,4,5,0,212,0,17,33,45,98,0.4,0,1,0,1,1,1,0,0,0,0,0.666666666666667,0,1,1
"20100212300638140",0,0,1,30500,331,291087,11,4,40,11,25,9,16,21,14,106,125,2,9,19,9,9,0,0,0,184,0,12,35,45,55,0.5,0,0,1,1,0,1,1,1,0,0,1,1,1,1
"20100212324245228",0,1,1,76147,395,2688977,11,6,49,12,25,28,46,13,11,102,126,4,9,48,7,10,8,9,1,161,0,31,65,28,110,0.6,0,1,0,1,0,1,0,1,1,1,1,1,1,1
"20100212393197470",0,0,1,67884,583,649352,11,4,49,13,26,22,52,38,11,129,215,4,12,89,10,0,13,9,0,229,43,20,86,67,138,0.4,1,0,0,0,1,0,0,1,1,0,1,1,1,1
"20100212405834360",0,0,1,91780,473,657576,11,4,52,12,25,3,34,24,11,121,217,7,9,36,10,3,0,0,0,258,0,43,42,45,85,0.8,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100212422797730",0,0,1,53128,336,526596,10,3,45,12,22,0,17,26,12,94,145,2,9,21,9,0,0,0,0,179,0,45,33,26,53,0.7,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"20100212462094680",0,0,1,90064,308,514578,10,3,45,11,24,0,20,13,13,97,104,4,12,37,7,0,0,0,0,160,0,12,38,26,72,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100212500418476",0,0,1,93470,336,732672,11,4,46,11,25,6,30,13,11,120,75,4,9,60,7,0,3,3,0,169,0,8,54,38,67,0.7,0,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100212532459250",0,0,1,65306,413,1151153,11,4,51,12,32,12,16,21,13,122,169,7,9,33,10,8,2,2,0,182,0,54,59,43,75,0.8,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"20100212541324824",0,0,1,0,351,542500,9,4,53,13,22,17,0,0,11,95,130,3,9,71,14,11,0,6,0,192,3,31,49,21,55,0.8,1,1,1,1,0,1,1,1,1,0,0.666666666666667,0,1,1
"20100213063754024",0,0,1,33483,278,437098,11,4,44,11,24,2,18,4,15,117,78,1,9,27,6,2,0,0,0,136,0,9,28,42,63,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100213091065176",0,0,1,64151,331,709739,11,4,47,11,28,20,24,12,13,127,82,4,9,32,7,8,6,6,0,152,0,27,53,45,54,0.6,1,0,1,1,0,1,0,1,0,1,0.666666666666667,0,1,1
"20100213101233660",0,0,1,42178,386,410153,11,4,47,12,23,10,21,17,13,94,135,4,9,75,7,6,2,2,0,242,0,9,40,27,68,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100213111734610",0,0,1,44966,333,549370,11,4,43,11,24,18,23,18,11,126,97,2,9,22,6,10,6,2,0,156,0,11,50,55,61,0.7,1,0,1,0,0,1,1,1,1,1,1,1,1,1
"20100213143880790",0,0,1,115272,487,789726,11,4,48,11,26,24,89,11,14,112,112,3,12,102,7,11,9,4,0,281,0,17,60,42,87,0.5,1,1,1,0,0,0,0,1,1,0,0.333333333333333,0,1,0
"20100213154500424",0,0,0,96682,341,468167,11,4,48,12,24,3,25,25,12,119,103,2,9,32,10,0,0,3,0,148,0,26,38,45,84,0.9,1,1,1,1,1,1,0,1,1,1,0.666666666666667,0,1,1
"20100213172799304",0,0,1,39389,346,529389,11,4,45,12,30,2,17,4,11,117,147,2,9,27,9,2,0,0,0,202,0,9,33,37,65,0.3,0,0,0,1,1,0,0,0,1,0,0.666666666666667,0,1,1
"20100213175090564",0,0,1,66585,352,474169,11,4,46,12,25,16,18,11,11,118,125,4,9,31,8,10,4,2,0,188,0,12,48,42,62,0.8,1,1,1,1,1,0,1,1,1,0,1,1,1,1
"20100213181404636",0,0,1,98300,708,1068905,11,4,50,13,36,35,31,34,11,200,295,18,9,58,16,14,4,17,0,319,59,65,98,75,92,0.1,0,0,0,0,0,1,0,0,0,0,0.333333333333333,0,1,0
"20100213190163210",0,0,1,50853,408,442385,10,3,46,12,26,0,21,16,11,127,187,2,9,26,8,0,0,0,0,200,0,50,55,44,59,0.6,1,0,1,1,1,1,0,0,1,0,1,1,1,1
"20100213241305544",0,0,1,73146,313,1279136,11,5,45,11,26,4,17,18,11,108,103,3,9,31,8,2,0,0,2,158,0,21,51,29,54,0.7,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100213243283010",0,0,0,75990,426,690797,11,6,47,11,24,15,23,25,11,98,168,4,9,61,11,6,3,6,0,144,0,66,60,29,127,0.6,1,0,0,1,1,1,0,1,1,0,0.666666666666667,0,1,1
"20100213252264596",0,0,1,74752,1207,644900,10,3,49,13,28,0,73,41,14,116,564,7,9,360,22,0,0,0,0,781,63,113,57,61,132,0.1,1,0,0,0,0,0,0,0,0,0,0.666666666666667,0,1,1
"20100213254720904",0,0,0,47230,368,2162202,11,6,49,13,25,22,25,20,11,101,143,3,9,22,11,8,2,9,3,174,35,30,45,29,55,0.6,0,1,1,1,0,0,1,1,1,0,0.666666666666667,0,1,1
"20100213263066652",0,0,1,19522,478,184268,10,3,43,11,25,0,12,17,20,120,247,2,9,40,10,0,0,0,0,231,0,46,46,57,98,0.6,0,1,0,1,1,0,0,1,1,1,0.666666666666667,0,1,1
"20100213274187580",0,0,1,37399,332,365328,11,4,42,11,24,14,14,9,18,118,89,2,9,52,6,7,5,2,0,182,0,8,45,40,57,0.8,1,0,1,1,0,1,1,1,1,1,0.666666666666667,0,1,1
"20100213295001100",0,1,1,100063,320,952257,11,4,44,12,24,10,23,24,11,100,76,4,9,53,9,6,0,4,0,144,6,34,68,23,45,0.6,0,0,1,1,1,1,0,1,1,0,0.666666666666667,0,1,1
"20100213300509636",1,0,1,49701,329,477254,10,3,41,11,23,0,23,9,11,131,107,2,9,30,6,0,0,0,0,169,0,8,65,42,45,0.7,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"20100213300913772",0,0,1,76931,321,586065,11,4,41,11,24,12,21,3,11,130,79,2,9,47,6,6,4,2,0,163,0,6,62,40,50,0.5,1,0,0,1,0,1,0,0,1,1,0.666666666666667,0,1,1
"20100213324205440",0,0,1,0,467,7696711,9,4,40,11,25,4,0,0,11,100,307,4,9,25,6,0,2,2,0,189,0,18,66,46,148,0.8,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"20100213325045104",0,0,1,41928,296,417878,11,4,45,11,27,22,13,22,11,106,79,5,9,21,7,10,6,6,0,146,0,19,61,25,45,0.7,1,1,0,1,1,1,1,0,1,0,1,1,1,1
"20100213362527460",0,0,1,54419,317,473531,10,3,44,12,22,0,29,10,12,119,99,1,9,28,9,0,0,0,0,171,0,12,46,43,45,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100213375286176",0,0,0,81741,422,727404,11,4,47,11,28,2,36,23,11,135,149,3,9,39,14,2,0,0,0,154,0,80,60,53,75,0.5,1,0,1,0,0,1,1,1,0,0,1,1,1,1
"20100213380302576",0,0,1,89756,512,885198,11,4,49,12,25,16,40,15,12,122,205,3,9,82,7,8,4,4,0,269,0,58,52,54,79,0.6,1,1,1,1,0,1,0,0,1,0,1,1,1,1
"20100213382907436",0,0,1,80891,543,802188,11,6,50,12,28,27,56,12,11,104,221,4,9,88,10,12,6,9,0,267,0,55,92,46,83,0.7,1,1,1,1,0,1,0,1,0,1,0.666666666666667,0,1,1
"20100213383485820",0,0,1,22410,258,263126,10,3,40,11,24,0,16,10,12,102,80,2,9,20,6,0,0,0,0,127,0,10,37,26,58,0.7,1,0,1,0,1,1,1,1,1,0,1,1,1,1
"20100213404046830",0,0,1,50491,251,450116,11,4,41,11,25,4,12,7,12,98,77,3,9,22,6,2,0,2,0,136,0,12,31,29,43,0.6,0,1,1,1,0,1,1,1,0,0,1,1,1,1
"20100213405708116",0,0,1,11010,459,229672,10,3,42,11,20,0,16,15,16,95,258,1,9,40,8,0,0,0,0,225,0,53,56,39,86,0.6,1,1,0,1,0,1,0,1,0,1,1,1,1,1
"20100213432109132",0,0,1,56303,245,567285,11,4,41,11,22,6,16,13,11,94,69,2,9,18,6,2,4,0,0,127,0,9,32,27,50,0.7,1,0,1,1,1,0,0,1,1,1,1,1,1,1
"20100213463531164",0,0,1,31836,295,310115,10,3,47,12,25,0,15,8,13,119,96,3,9,24,7,0,0,0,0,135,3,8,37,45,67,0.9,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"20100213472187916",0,0,1,78759,246,584248,11,4,41,11,22,6,14,9,11,95,74,1,9,20,6,2,2,2,0,138,0,7,27,27,47,0.8,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"20100213491804424",0,0,1,35004,261,472001,10,3,42,11,23,0,20,3,11,101,81,2,9,27,6,0,0,0,0,123,0,7,49,25,57,0.6,1,0,0,1,1,1,0,1,1,0,1,1,1,1
"20100213502927176",0,0,1,44647,439,260438,10,3,42,11,23,0,25,23,11,125,125,2,9,110,8,0,0,0,0,253,0,14,45,55,72,0.7,1,1,1,1,0,1,0,1,1,0,0.666666666666667,0,1,1
"20100213575000670",0,0,1,46512,418,521604,11,6,52,12,28,42,31,13,13,96,124,7,9,73,9,21,10,8,3,256,0,27,35,27,73,0.2,0,0,1,0,0,0,0,0,1,0,1,1,1,1
"20100214014284804",0,1,0,83738,671,1035081,11,4,53,13,28,18,47,32,14,130,318,7,9,84,11,2,4,12,0,326,31,42,83,78,111,0.2,0,0,1,0,0,0,0,1,0,0,0.666666666666667,1,0,1
"20100214035921210",0,0,0,33244,306,330836,10,3,42,12,21,0,12,16,14,115,114,1,9,17,7,0,0,0,0,170,0,11,37,39,49,0.9,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"20100214045520348",0,0,1,37167,334,376556,11,5,45,11,25,15,20,13,12,130,90,2,9,35,7,6,3,6,0,167,0,10,43,46,68,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"20100214072239340",0,0,1,76413,342,711664,11,4,44,11,22,12,22,13,11,115,104,3,9,46,6,2,4,6,0,168,0,12,39,40,83,0.3,0,1,0,0,0,1,0,0,1,0,0.666666666666667,0,1,1
"20100214111707070",0,0,1,77647,337,715611,11,4,44,11,22,18,30,22,11,117,72,2,9,49,6,10,4,4,0,167,0,12,48,40,70,0.7,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"20100214113878890",1,0,1,39413,333,490991,10,3,43,11,24,0,24,9,11,122,99,3,9,49,6,0,0,0,0,186,0,11,38,40,58,0.8,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"20100214155551184",0,0,1,21389,255,267442,10,3,40,11,21,0,14,5,15,96,90,1,9,17,7,0,0,0,0,137,0,10,28,33,47,0.6,0,1,0,1,0,1,1,1,1,0,1,1,1,1
"20100214194685024",0,0,0,20459,264,476008,10,3,40,11,22,0,13,5,16,116,77,1,9,19,7,0,0,0,0,138,0,7,30,39,50,0.8,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"20100214203105550",0,0,1,72708,372,523908,11,6,44,11,28,29,23,17,14,103,139,1,9,28,8,12,15,2,0,177,0,37,44,35,79,0.6,0,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100214210949920",0,0,1,18346,238,328293,10,3,38,11,22,0,10,8,11,118,57,2,9,15,7,0,0,0,0,117,0,7,33,40,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100214232829464",0,0,0,144973,341,3057375,11,4,43,11,24,8,28,13,11,131,81,1,9,48,10,0,6,2,0,131,0,39,53,41,77,0.5,0,0,1,1,0,1,0,1,1,0,0.666666666666667,0,1,1
"20100214275616070",0,0,1,5033070,410,5662383,11,4,43,11,23,2,26,4,11,126,188,1,10,34,7,0,0,2,0,202,0,28,71,39,70,0.7,1,1,1,0,0,1,0,1,1,1,1,1,1,1
"20100214281723092",0,1,1,68988,347,2059304,10,3,45,11,23,0,24,18,23,97,136,3,9,28,8,0,0,0,0,190,0,28,45,27,57,0.8,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"20100214282097348",0,0,1,42952,315,395796,10,3,42,11,25,0,19,7,17,123,101,1,9,28,9,0,0,0,0,152,0,10,45,50,58,0.7,1,1,1,1,0,1,0,1,1,0,1,1,1,1
"20100214285225424",1,0,1,38422,416,373014,11,4,47,11,25,14,35,19,20,127,159,2,9,23,7,6,2,6,0,203,0,18,54,47,94,0.8,1,1,1,1,0,1,1,1,1,0,1,1,1,1
"20100214292677810",1,0,1,42198,285,383779,10,3,40,11,22,0,15,2,20,99,98,1,9,34,6,0,0,0,0,148,0,19,44,26,48,0.6,1,1,1,1,0,1,0,0,1,0,1,1,1,1
"20100214293953340",1,1,1,109451,552,3150748,11,4,51,13,27,25,39,32,13,125,185,5,9,109,9,10,6,9,0,261,15,58,43,44,131,0.4,1,0,0,0,0,1,0,1,1,0,0.666666666666667,0,1,1
"20100214313600370",0,0,1,51825,231,384555,10,3,40,11,20,0,18,8,11,92,63,2,9,20,7,0,0,0,0,125,0,13,27,26,40,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100214355400680",0,0,1,35934,363,478794,11,4,48,11,25,16,30,21,13,100,130,3,9,31,9,4,5,7,0,155,0,54,41,30,83,0.2,0,0,0,0,1,1,0,0,0,0,1,1,1,1
"20100214390089932",0,1,0,41431,273,355183,10,3,45,12,25,0,26,18,12,97,78,3,9,20,9,0,0,0,0,135,5,11,29,26,67,0.8,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"20100214402165500",0,0,1,85508,349,599941,11,4,43,11,26,22,23,15,11,102,81,2,9,77,6,8,8,6,0,174,0,8,36,26,105,0.7,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"20100214455154788",0,0,1,84108,590,866543,10,3,52,12,29,0,46,39,13,104,256,3,9,108,11,0,0,0,0,324,0,52,71,31,112,0.6,1,0,1,1,1,0,0,1,1,0,1,1,1,1
"20100214552302680",0,1,1,51612,281,507355,10,3,43,11,24,0,21,11,11,103,82,3,9,34,6,0,0,0,0,133,0,9,67,27,45,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100214582384120",0,0,1,41135,303,410119,11,5,43,11,25,7,25,6,16,122,88,1,9,21,7,3,2,0,2,143,0,8,40,42,70,0.4,1,0,0,1,0,0,0,1,1,0,0.666666666666667,0,1,1
"20100215033208692",1,0,1,62668,338,712217,11,4,45,12,22,7,33,21,11,114,78,3,9,52,9,0,5,2,0,177,0,17,53,46,45,0.6,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"20100215135044660",1,1,1,55414,274,427033,11,4,40,11,22,22,12,11,11,100,81,2,9,18,7,8,10,4,0,139,0,7,34,31,63,0.8,1,1,1,1,0,1,0,1,1,1,1,1,1,1
"20100215260527524",0,0,1,0,579,478789,9,4,44,11,26,5,0,0,18,128,298,4,9,102,14,3,0,2,0,277,0,32,98,62,110,0.6,1,1,0,1,1,1,0,0,1,0,1,1,1,1
"20100215281251564",0,0,1,38710,293,327639,11,4,42,11,25,2,11,11,11,124,95,2,9,19,8,0,0,2,0,156,0,13,36,44,44,0.7,1,1,1,1,0,1,0,1,1,0,0.666666666666667,0,1,1
"20100215283932510",1,0,1,65646,331,506889,11,4,45,12,21,4,32,10,11,93,115,2,9,47,7,2,0,2,0,187,0,15,36,34,59,0.6,0,1,0,1,0,1,0,1,1,1,0.666666666666667,0,1,1
"20100215305373924",0,0,1,59878,475,629712,11,4,47,11,30,6,46,11,15,134,188,7,12,48,7,0,4,2,0,229,0,30,44,46,126,0.7,1,1,1,0,1,1,1,1,0,0,0.666666666666667,0,1,1
"20100215321524424",0,0,1,136998,1419,1165361,11,6,50,13,32,15,71,91,21,132,843,6,24,180,35,6,4,2,3,596,120,170,269,98,166,0.5,0,0,1,1,0,1,0,0,1,1,0.666666666666667,0,1,1
"20100215330750290",0,0,1,27704,533,283856,11,4,42,12,21,2,22,9,12,120,315,1,12,30,9,0,0,2,0,322,0,17,46,51,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100215344879850",0,0,1,25158,281,267590,10,3,43,11,25,0,12,8,13,134,76,3,9,18,7,0,0,0,0,144,0,8,26,45,58,0.8,1,0,1,1,1,1,1,1,1,0,0.666666666666667,0,1,1
"20100215393480970",0,0,1,51607,267,567094,10,3,42,11,21,0,16,8,11,123,72,1,9,19,7,0,0,0,0,127,0,12,32,50,46,0.5,1,0,1,0,1,0,0,0,1,1,1,1,1,1
"20100215410296856",0,0,1,44722,348,594428,11,6,43,11,25,6,19,19,11,131,113,3,9,24,12,3,3,0,0,173,0,25,32,44,74,0.2,0,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,1
"20100215431996840",0,0,1,31115,386,485172,11,4,43,11,26,4,12,19,16,127,164,4,9,17,13,2,2,0,0,190,0,16,42,52,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100215495298904",0,0,1,54461,278,496344,11,4,42,11,22,20,17,12,11,96,82,3,9,21,6,6,8,6,0,138,0,12,38,34,56,0.7,1,1,0,1,0,1,1,1,1,0,0.666666666666667,0,1,1
"20100215513290430",0,0,1,42961,568,498017,11,6,49,12,31,21,21,9,15,133,260,3,9,85,11,9,2,7,3,287,0,30,48,42,161,0.7,1,1,1,0,0,1,0,1,1,1,1,1,1,1
"20100215514363996",0,0,1,43199,302,407927,11,4,40,11,20,14,19,12,11,94,90,1,9,44,7,4,4,6,0,148,0,18,37,30,69,0.8,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"20100216003610868",1,1,1,45374,367,467044,10,3,42,11,29,0,17,7,17,152,129,2,9,25,8,0,0,0,0,162,0,16,65,51,73,0.3,0,0,0,0,0,0,0,1,1,1,1,1,1,1
"20100216033884020",0,0,1,55333,380,488971,11,4,44,11,23,4,19,11,11,99,125,2,9,91,8,4,0,0,0,154,0,28,107,22,69,0.7,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"20100216063348280",0,0,1,81173,255,441246,10,3,44,11,24,0,24,10,11,99,65,2,9,28,6,0,0,0,0,135,0,10,32,26,52,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100216144092944",0,0,1,77546,331,664473,11,6,46,11,25,36,14,10,11,98,109,5,9,30,8,16,10,7,3,166,0,7,50,38,70,0.3,1,0,1,0,0,1,0,0,0,0,1,1,1,1
"20100216311459110",1,1,1,23916,218,323998,11,4,41,11,23,2,14,2,14,93,56,2,9,19,6,2,0,0,0,116,0,5,31,25,41,0.8,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"20100216323445964",0,0,1,42248,498,581788,11,5,50,13,30,19,22,23,12,148,181,3,12,60,17,7,6,6,0,242,4,64,39,56,93,0.3,0,0,0,0,0,1,0,0,1,1,0.666666666666667,0,1,1
"20100216352217850",0,0,1,61942,492,978579,11,4,46,12,30,4,40,10,11,117,231,6,9,56,7,0,2,2,0,248,0,59,72,40,73,0.6,0,0,1,1,0,1,1,1,1,0,1,1,1,1
"20100216352368660",0,0,1,226991,556,1625134,11,4,50,13,25,25,55,32,13,123,168,2,9,111,17,13,6,6,0,252,29,35,63,56,121,0.2,0,0,0,1,0,0,1,0,0,0,0.666666666666667,0,1,1
"20100216352581310",1,1,1,68544,330,532902,10,3,45,11,25,0,18,18,14,125,103,2,9,30,10,0,0,0,0,153,0,20,63,37,57,0.7,1,1,0,1,1,0,1,1,1,0,1,1,1,1
"20100216481478136",0,0,1,63686,315,858785,11,4,50,12,25,2,21,19,11,119,82,4,9,37,10,0,0,2,0,160,0,18,40,40,57,0.6,1,1,0,0,1,1,0,1,1,0,1,1,1,1
"20100216501616096",0,0,1,33348,293,397009,11,4,43,11,23,11,18,8,17,98,97,1,9,25,8,7,2,2,0,146,0,13,31,36,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100216532259820",0,0,1,56891,359,14109170,11,4,45,11,25,17,23,11,11,125,112,5,9,39,6,7,2,8,0,175,0,11,63,49,61,0.6,1,0,1,1,1,0,0,1,1,0,1,1,1,1
"20100216555719172",0,0,1,32429,284,254600,10,3,41,11,23,0,16,12,11,101,105,1,9,22,6,0,0,0,0,150,0,13,44,27,50,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"20100217053697708",0,0,1,28124,246,448075,11,4,37,11,20,10,14,9,11,114,54,1,9,17,6,2,4,4,0,126,0,7,29,39,45,0.7,0,0,1,1,0,1,1,1,1,1,0.666666666666667,0,1,1
"20100217074338900",1,1,1,60165,595,393509,11,4,48,12,29,13,30,14,16,124,296,3,12,77,9,0,9,4,0,306,0,65,63,49,112,0.3,0,0,0,1,0,0,0,1,1,0,0.666666666666667,0,1,1
"20100217114329816",0,0,1,77939,412,961482,11,4,47,13,23,10,29,36,11,100,146,2,9,57,11,6,0,4,0,184,9,55,69,30,65,0.5,1,0,0,1,0,0,1,1,1,0,0.666666666666667,0,1,1
"20100217155864136",0,0,1,51424,633,660349,11,4,51,13,30,5,32,23,13,143,295,4,9,96,12,0,5,0,0,325,21,71,92,42,82,0.7,1,0,1,0,1,1,1,1,1,0,0.666666666666667,0,1,1
"20100217363309880",0,0,1,47519,345,619323,11,4,43,11,27,18,26,4,11,125,100,7,9,36,8,7,5,6,0,165,0,7,65,50,58,0.4,1,0,0,1,1,0,0,0,0,1,1,1,1,1
"20100217505765570",0,0,1,64440,279,647721,11,4,42,11,24,12,10,13,11,119,75,4,9,19,6,6,4,2,0,141,0,7,39,41,51,0.8,1,1,1,1,1,1,0,1,1,0,1,1,1,1
"20100217513930164",0,0,1,66989,349,702085,11,6,44,11,23,33,23,13,13,115,86,3,9,46,7,13,11,6,3,168,0,7,48,49,77,0.7,0,0,1,1,1,1,0,1,1,1,1,1,1,1
