"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","correctness","q1","q2","q3"
"21010413525569908",0,0,1,17900,189,282662,10,4,21,6,11,4,5,2,47,18,99,0,5,6,2,0,4,136,48,5,0.666666666666667,0,1,1
"21010413531778544",0,0,1,28600,257,516326,11,4,30,7,18,24,6,3,27,21,110,4,8,51,2,3,21,197,58,2,1,1,1,1
"21010413550213656",0,0,1,15551,189,387143,11,4,28,7,17,4,6,3,36,19,77,3,9,29,2,0,4,140,47,2,0.666666666666667,0,1,1
"21010413550869070",1,1,1,22800,152,423799,11,4,25,7,16,2,4,3,32,21,70,1,6,10,2,0,2,114,36,2,0.666666666666667,0,1,1
"21010413560358068",0,0,1,12858,218,335219,11,4,28,7,19,2,4,2,40,29,89,5,9,35,2,0,2,150,65,3,1,1,1,1
"21010413562390900",0,0,1,8604,225,447511,10,3,28,7,18,0,3,3,40,24,105,6,6,35,2,0,0,162,60,3,0.333333333333333,0,1,0
"21010413564950296",1,0,1,12506,171,298533,10,3,26,7,15,0,4,7,35,21,61,3,6,26,7,0,0,127,42,2,0.666666666666667,1,0,1
"21010413565782136",0,1,0,11099,156,313358,11,4,23,7,15,12,3,1,34,25,53,1,6,18,2,2,10,109,45,2,0.333333333333333,0,1,0
"21010413581155692",0,0,1,18879,171,377921,10,3,27,7,17,0,4,3,32,20,81,3,12,12,3,0,0,129,40,2,0.666666666666667,0,1,1
"21010414010081870",0,0,1,19083,210,233900,10,3,25,6,17,0,4,4,47,26,93,1,8,21,5,0,0,146,54,10,1,1,1,1
"21010414042706492",0,0,1,9623,129,402491,10,3,25,7,14,0,2,3,31,18,54,2,9,7,2,0,0,93,34,2,1,1,1,1
"21010414072894948",1,1,1,19738,161,237587,11,4,24,6,14,2,5,4,43,18,62,2,6,16,2,0,2,125,32,4,1,1,1,1
"21010414084478620",0,0,1,10055,184,363717,11,4,25,7,16,5,2,1,30,21,99,1,6,14,4,0,5,142,40,2,0.666666666666667,0,1,1
"21010414135870310",0,0,1,45802,167,455695,11,4,26,6,14,2,3,4,30,18,87,2,8,10,2,2,0,125,40,2,1,1,1,1
"21010414153850150",0,0,1,11870,161,174379,10,4,22,6,12,5,5,5,37,21,71,0,5,9,2,0,5,114,43,4,1,1,1,1
"21010414170409508",0,0,1,16499,129,403484,11,4,22,6,14,4,4,1,30,19,51,1,6,10,2,0,4,98,29,2,1,1,1,1
"21010414203316236",0,1,1,23168,132,339053,11,4,24,7,14,4,8,4,32,18,40,1,9,13,2,2,2,97,33,2,0.666666666666667,0,1,1
"21010414235344412",0,0,1,68934,307,946389,11,5,32,7,20,6,9,7,33,23,170,15,12,28,3,3,3,232,71,4,0.333333333333333,0,1,0
"21010414261743570",1,1,1,5500,137,209085,8,3,22,6,14,0,2,0,39,19,52,0,9,11,4,0,0,97,38,2,1,1,1,1
"21010414285220868",0,0,0,30824,157,231558,10,3,29,7,16,0,5,6,30,18,70,5,8,12,2,0,0,116,39,2,1,1,1,1
"21010414352349484",1,1,1,7169,164,127302,10,3,23,6,15,0,3,1,44,24,62,3,6,17,3,0,0,126,31,7,1,1,1,1
"21010414353801110",1,1,1,16817,178,209201,10,3,29,6,18,0,5,1,29,21,98,5,8,8,2,0,0,134,36,8,1,1,1,1
"21010414355982616",0,0,1,31341,156,355100,10,4,26,6,16,6,9,0,28,21,47,2,5,35,2,0,6,94,60,2,0.666666666666667,0,1,1
"21010414400198630",1,0,1,10196,136,169712,9,3,22,6,13,0,2,3,41,19,53,0,6,8,3,0,0,106,28,2,1,1,1,1
"21010414422183336",0,0,1,9046,337,2191280,10,4,26,6,13,4,7,5,69,37,169,0,21,19,4,0,4,261,72,4,1,1,1,1
"21010414451909052",0,0,1,16090,196,389859,11,4,28,7,19,8,6,1,28,21,74,3,12,40,2,0,8,132,62,2,1,1,1,1
"21010414470488936",0,0,1,9584,130,198989,10,3,23,6,13,0,7,3,30,18,50,2,5,12,2,0,0,94,34,2,1,1,1,1
"21010414490206132",0,0,0,22519,137,215410,9,3,24,6,12,0,7,2,30,18,61,0,8,8,2,0,0,109,26,2,1,1,1,1
"21010414513450276",0,0,1,24088,132,425036,11,4,24,7,14,5,8,1,28,19,46,1,8,13,2,3,2,99,31,2,1,1,1,1
"21010414552035184",0,0,0,31666,176,242406,11,4,26,6,15,2,4,2,31,21,97,1,6,9,2,0,2,121,50,5,1,1,1,1
"21010414563254260",0,0,1,13771,166,283718,11,4,28,7,17,5,7,2,29,22,68,3,8,18,3,0,5,129,35,2,1,1,1,1
"21010414572707940",1,1,1,34563,175,357743,11,4,29,7,19,4,8,3,25,24,76,3,8,21,2,2,2,114,57,4,0.666666666666667,1,0,1
"21010415015838656",0,0,0,17503,149,422669,10,4,23,6,12,5,7,2,32,18,58,0,11,13,2,3,2,106,39,4,0.666666666666667,0,1,1
"21010415021554988",0,0,1,20776,165,345638,10,3,27,7,16,0,3,3,31,25,83,1,6,10,2,0,0,129,34,2,1,1,1,1
"21010415055358850",0,0,1,14236,151,363165,10,4,25,7,16,4,5,0,31,21,56,4,6,21,2,0,4,118,31,2,0.666666666666667,0,1,1
"21010415065704116",0,0,1,12149,197,1439928,11,4,27,7,16,12,4,2,25,27,102,1,5,16,2,4,8,149,46,2,0.666666666666667,0,1,1
"21010415082995580",0,0,1,39245,169,669705,10,3,26,7,15,0,7,3,32,18,86,2,9,8,3,0,0,129,35,5,1,1,1,1
"21010415111838740",0,0,1,9776,176,164665,10,3,27,6,18,0,8,2,31,28,78,3,8,14,3,0,0,140,34,2,0.666666666666667,0,1,1
"21010415120314556",0,0,1,11425,256,519659,11,4,30,7,19,24,8,6,34,26,121,9,6,18,3,5,19,217,37,2,0.666666666666667,0,1,1
"21010415124492944",0,1,1,8394,133,250928,11,5,24,6,16,10,2,1,31,20,47,2,9,8,2,3,7,98,33,2,1,1,1,1
"21010415140394110",0,0,1,8139,151,165770,11,4,23,6,15,2,2,1,36,22,63,1,8,12,3,0,2,116,29,6,1,1,1,1
"21010415163208270",1,0,1,18744,123,213019,9,3,22,6,12,0,5,1,36,21,40,0,6,11,2,0,0,90,31,2,1,1,1,1
"21010415205482776",1,0,1,12806,149,287734,10,5,25,7,13,8,4,5,27,20,61,0,5,15,3,5,3,106,41,2,0.666666666666667,0,1,1
"21010415225372040",0,0,1,43534,157,328431,11,4,27,6,15,2,4,2,33,18,71,2,9,13,2,0,2,111,42,4,1,1,1,1
"21010415233521556",0,0,1,17318,145,305769,11,4,28,6,18,8,5,2,27,21,51,3,8,17,2,2,6,106,37,2,1,1,1,1
"21010415292626170",0,0,1,0,234,375738,9,4,31,7,18,18,0,0,29,21,118,6,11,28,2,0,18,186,45,3,1,1,1,1
"21010415331063976",0,0,1,8951,150,283670,10,4,28,7,17,6,2,0,25,20,74,3,8,9,2,0,6,117,31,2,1,1,1,1
"21010415370725316",0,1,1,12071,139,350498,11,4,28,7,16,4,3,1,26,20,59,2,8,13,2,2,2,103,34,2,1,1,1,1
"21010415455898970",0,0,1,23340,174,372646,11,4,26,7,16,6,5,1,26,21,78,1,8,25,2,2,4,125,45,4,1,1,1,1
"21010415462333296",0,0,1,9246,147,229654,10,4,25,6,16,3,2,1,29,21,65,0,9,14,2,0,3,114,31,2,0.666666666666667,0,1,1
"21010415480007604",0,0,1,12251,97,178391,9,4,21,6,12,2,3,0,32,18,26,0,6,7,2,0,2,77,18,2,1,1,1,1
"21010415504001296",0,0,1,19386,115,421986,9,3,21,6,12,0,2,1,32,18,44,0,6,9,2,0,0,90,23,2,1,1,1,1
"21010415505741300",0,0,1,11210,223,621294,11,4,25,7,14,2,4,1,42,20,126,2,8,15,2,0,2,177,44,2,1,1,1,1
"21010415530243460",1,0,1,12007,117,200809,10,3,24,6,15,0,2,1,28,21,45,2,8,7,2,0,0,92,23,2,1,1,1,1
"21010415562091290",0,0,1,7309,199,227524,11,4,24,6,17,4,5,1,44,23,87,6,9,16,3,0,4,165,29,5,0.666666666666667,0,1,1
"21010416012028348",0,0,1,15243,176,469284,11,4,25,7,14,5,6,4,31,21,64,1,6,35,2,0,5,124,50,2,1,1,1,1
"21010416021415948",0,0,1,35589,255,391807,11,4,28,7,17,5,9,1,31,18,136,5,9,38,2,0,5,177,76,2,0.666666666666667,0,1,1
"21010416045221732",1,0,1,7749,115,221238,11,4,25,6,14,2,2,2,32,18,38,1,9,8,2,0,2,93,19,3,0.666666666666667,0,1,1
"21010416111537850",0,0,1,21686,138,232330,11,5,26,7,15,9,7,1,27,19,50,2,11,9,2,2,7,102,34,2,1,1,1,1
"21010416132100556",0,1,0,10182,146,421162,10,3,26,7,14,0,2,1,33,18,71,2,6,9,3,0,0,110,34,2,1,1,1,1
"21010416132633990",1,0,1,6993,199,203796,10,3,28,7,17,0,3,1,41,22,109,4,5,11,2,0,0,151,46,2,0.666666666666667,0,1,1
"21010416132872650",0,0,1,35725,124,433766,11,4,26,7,16,4,11,1,29,20,34,2,9,11,2,0,4,95,27,2,1,1,1,1
"21010416135570804",0,0,1,21343,119,396141,11,5,23,6,14,6,5,3,31,18,31,1,9,12,2,2,4,93,24,2,1,1,1,1
"21010416195932732",0,0,1,22551,184,512783,11,4,27,7,15,6,6,3,28,20,97,2,8,11,2,3,3,148,33,3,0.333333333333333,0,0,1
"21010416201993090",0,0,1,10566,279,335568,10,3,28,7,18,0,5,1,43,19,176,7,12,12,3,0,0,215,59,5,0.666666666666667,1,0,1
"21010416221654060",0,0,1,7966,133,339984,10,3,27,7,16,0,2,2,33,19,52,2,9,11,2,0,0,101,30,2,1,1,1,1
"21010416244554068",0,0,1,25383,192,376519,11,4,27,7,18,13,3,2,31,28,87,3,6,16,2,0,13,161,29,2,1,1,1,1
"21010416270962276",0,0,1,10658,149,128601,9,3,23,6,13,0,6,2,35,18,64,0,9,11,3,0,0,114,33,2,1,1,1,1
"21010416304415064",0,0,1,20447,162,250005,11,4,25,7,16,2,4,2,34,19,76,2,9,11,2,0,2,115,42,5,1,1,1,1
"21010416340376092",0,0,1,41734,136,389156,10,4,24,6,14,2,5,4,30,20,54,0,6,12,2,0,2,104,30,2,1,1,1,1
"21010416370232260",0,0,1,20427,154,383709,10,4,23,7,12,8,4,1,26,18,77,0,8,9,2,2,6,105,47,2,0.666666666666667,0,1,1
"21010416462546840",1,0,1,14732,154,379307,11,4,25,6,17,18,4,2,32,25,49,1,9,11,2,2,16,131,21,2,1,1,1,1
"21010416500444960",1,0,1,43802,116,292135,11,4,22,6,12,4,4,2,28,18,45,1,5,6,2,0,4,88,26,2,1,1,1,1
"21010416503941800",0,0,1,9701,168,129874,10,3,26,7,15,0,7,6,34,20,77,1,9,11,2,0,0,121,41,6,0.666666666666667,1,1,0
"21010416553978030",0,0,1,16552,167,53906928,11,4,25,6,17,2,5,3,29,20,66,6,6,27,2,0,2,119,45,3,1,1,1,1
"21010416583957430",0,0,1,17855,134,388551,10,3,23,6,14,0,3,1,33,19,57,1,6,11,2,0,0,98,34,2,1,1,1,1
"21010417024679530",0,0,1,8508,106,224951,9,3,24,6,15,0,2,0,26,21,42,1,5,6,2,0,0,82,22,2,1,1,1,1
"21010417043241270",0,0,1,10477,181,241480,11,4,26,7,16,3,4,3,28,23,96,2,5,14,2,0,3,146,33,2,1,1,1,1
"21010417071266604",0,0,1,47864,150,302877,9,3,24,6,13,0,7,2,30,20,73,0,5,10,2,0,0,116,30,4,1,1,1,1
"21010417104323132",0,0,1,9927,151,115436,10,4,22,6,13,2,6,3,39,21,63,0,6,8,2,0,2,112,31,8,0.666666666666667,0,1,1
"21010417160219770",1,1,1,7347,160,206932,11,4,26,6,15,15,3,1,30,19,64,1,12,11,3,2,13,121,37,2,1,1,1,1
"21010417353748150",0,0,1,9134,151,201017,11,4,26,7,15,4,2,1,32,20,69,1,8,11,2,2,2,113,36,2,0.666666666666667,1,1,0
"21010417364308656",0,0,1,64285,320,3710486,11,4,28,7,16,9,8,3,28,28,185,6,9,38,5,0,9,241,77,2,1,1,1,1
"21010417371236508",0,0,1,20667,130,175547,9,3,21,6,12,0,4,1,33,18,57,0,6,8,2,0,0,103,25,2,1,1,1,1
"21010417371535080",0,0,1,65980,127,411442,10,3,27,6,14,0,6,3,34,18,44,2,6,10,3,0,0,92,30,5,0.666666666666667,0,1,1
"21010417375317296",0,0,1,0,251,173403,8,4,23,6,13,3,0,0,41,29,90,0,11,74,2,0,3,157,88,6,1,1,1,1
"21010417381138064",1,1,1,42983,219,442025,11,5,31,7,17,8,5,5,28,20,114,5,5,24,4,2,6,156,50,13,1,1,1,1
"21010417403197744",0,0,1,18647,176,310128,11,4,28,7,15,14,11,7,25,18,68,3,11,13,5,4,10,129,45,2,1,1,1,1
"21010417405335420",0,0,1,35194,206,546922,11,4,35,7,23,6,11,6,29,22,92,9,9,18,3,0,6,160,36,10,0.666666666666667,0,1,1
"21010417432455576",0,0,1,20749,220,232763,11,4,29,7,15,7,6,3,41,18,119,2,9,11,3,0,7,162,56,2,0.666666666666667,0,1,1
"21010417461836930",0,0,1,21993,183,214027,10,3,26,6,15,0,4,5,40,19,89,2,9,12,2,0,0,130,46,7,1,1,1,1
"21010418063143212",0,0,1,26864,172,538448,11,6,30,6,18,12,3,3,30,20,74,3,12,12,2,3,9,135,35,2,1,1,1,1
"21010418171028470",0,0,1,4640,143,257361,9,4,23,6,14,4,2,0,35,22,62,0,6,8,3,2,2,111,29,3,0.666666666666667,0,1,1
"21010418174856590",0,0,1,10336,199,209770,10,3,29,7,18,0,6,2,42,25,85,5,8,23,2,0,0,166,29,4,1,1,1,1
"21010418210764450",0,0,1,8882,201,173712,9,3,22,6,12,0,4,1,56,19,92,0,6,20,2,0,0,147,49,5,0.666666666666667,0,1,1
"21010418511767856",0,0,0,45156,202,442192,11,4,29,7,18,2,7,4,30,21,106,5,12,12,2,0,2,168,32,2,0.666666666666667,1,1,0
"21010418554467240",0,1,1,22274,159,443116,10,3,25,7,16,0,7,2,28,25,67,2,6,19,2,0,0,115,42,2,1,1,1,1
"21010419035307028",0,0,1,75784,255,450858,11,6,26,6,14,12,8,4,32,21,154,1,11,9,2,3,9,208,41,6,1,1,1,1
"21010419052098184",0,0,1,10619,160,229674,10,3,24,6,16,0,4,4,36,20,67,2,9,15,2,0,0,113,45,2,1,1,1,1
"21010419092566772",0,0,1,13689,138,512395,11,4,24,7,14,7,2,1,33,18,45,1,9,19,2,2,5,101,35,2,0.666666666666667,0,1,1
"21010419140242212",0,0,1,7866,157,166240,10,4,23,6,12,8,2,1,38,18,70,0,8,9,2,0,8,112,42,3,1,1,1,1
"21010419273753560",0,0,1,20339,200,192492,10,4,21,6,12,2,7,2,42,18,106,0,6,13,3,0,2,146,42,12,1,1,1,1
"21010419404764860",0,0,1,10800,355,267889,11,4,33,7,20,6,6,5,45,26,213,9,10,30,4,2,4,280,67,8,0.666666666666667,0,1,1
"21010419470428224",1,0,1,12732,132,235675,10,3,24,6,13,0,4,4,26,18,61,1,8,7,2,0,0,103,27,2,1,1,1,1
"21010419564823820",0,0,1,15833,219,183846,10,3,25,6,15,0,7,1,45,21,107,1,5,29,2,0,0,151,64,4,1,1,1,1
"21010419574664384",0,0,1,7283,240,160125,10,3,26,6,15,0,11,2,42,29,110,1,6,36,2,0,0,173,58,9,0.666666666666667,0,1,1
"21010420085959810",1,0,1,12928,120,215892,9,3,22,6,11,0,2,3,27,18,56,0,5,6,2,0,0,91,27,2,1,1,1,1
"21010420195013840",0,0,1,32450,114,261255,9,3,21,6,11,0,3,1,26,18,51,0,5,7,2,0,0,83,29,2,1,1,1,1
"21010420195110064",0,0,1,11079,143,237850,10,3,23,6,14,0,6,4,36,27,47,1,6,13,2,0,0,110,28,5,0.666666666666667,0,1,1
"21010420424921004",0,0,1,22030,119,500088,9,3,23,6,13,0,7,1,25,19,46,0,8,10,2,0,0,79,38,2,0.666666666666667,0,1,1
"21010421123692696",1,0,1,5084,150,181730,9,3,22,6,15,0,4,3,40,19,59,0,12,10,2,0,0,120,27,3,0.666666666666667,0,1,1
"21010421201903116",0,0,1,0,171,256278,9,4,25,7,14,23,0,0,33,18,61,1,9,21,4,0,23,129,40,2,1,1,1,1
"21010421311644624",0,0,1,11996,179,441013,11,4,26,7,14,4,5,1,30,19,81,1,8,27,2,2,2,129,48,2,1,1,1,1
"21010506361577660",0,0,1,22602,128,236948,9,3,22,6,12,0,3,3,31,18,57,0,6,7,2,0,0,96,28,4,1,1,1,1
"21010507161007760",0,0,1,0,233,219416,8,4,22,6,14,2,0,0,30,20,142,0,9,27,2,0,2,174,57,2,0.666666666666667,0,1,1
"21010507232095576",0,0,1,57086,113,337513,9,3,22,6,11,0,5,2,26,18,43,0,5,11,2,0,0,81,30,2,1,1,1,1
"21010507545173320",0,0,1,10343,137,209158,11,4,23,6,15,6,4,4,27,22,57,2,5,7,2,0,6,96,36,5,0.666666666666667,0,1,1
"21010508042373296",0,0,1,44667,177,1186431,10,3,27,6,15,0,6,3,26,20,97,5,5,12,2,0,0,146,29,2,0.666666666666667,0,1,1
"21010508082720516",0,0,1,12041,123,236498,11,4,24,6,14,6,6,3,32,18,35,1,9,10,2,2,4,94,26,3,1,1,1,1
"21010508090144136",0,0,1,21704,114,181084,9,3,22,6,11,0,7,3,29,18,42,0,5,7,2,0,0,84,28,2,1,1,1,1
"21010508113443644",0,0,1,5636,127,191986,9,4,21,6,11,2,3,0,30,18,57,0,5,9,2,0,2,91,33,3,0.333333333333333,0,1,0
"21010508130665050",0,0,1,25875,154,252955,10,4,24,6,12,4,3,3,27,18,75,0,8,13,2,0,4,106,41,7,0.666666666666667,0,1,1
"21010508130818456",0,0,1,36737,250,368110,10,6,28,6,18,9,12,0,37,19,121,5,12,32,2,4,5,191,57,2,1,1,1,1
"21010508154276896",0,1,1,54583,142,276381,10,4,23,6,14,2,6,4,25,20,53,0,14,14,3,0,2,102,37,3,1,1,1,1
"21010508160111944",0,0,1,29619,173,220530,11,4,25,6,14,6,5,3,39,19,76,1,11,10,2,0,6,134,37,2,1,1,1,1
"21010508192471196",1,1,1,16337,240,304204,9,3,25,6,14,0,3,0,38,19,158,1,8,9,3,0,0,193,45,2,1,1,1,1
"21010508195042840",0,0,1,40196,127,334256,11,4,25,7,15,6,4,2,31,21,45,1,6,8,2,2,4,98,27,2,0.666666666666667,0,1,1
"21010508205152924",0,0,1,22457,243,272527,10,4,23,7,14,6,4,4,40,22,113,0,6,45,2,2,4,161,79,3,0.666666666666667,0,1,1
"21010508223833960",0,0,1,10671,119,200803,10,3,23,6,13,0,2,2,34,18,45,1,6,8,2,0,0,89,27,3,1,1,1,1
"21010508230104244",0,0,1,18866,191,2264381,10,4,21,6,13,2,8,2,35,21,98,0,5,16,3,0,2,147,41,3,1,1,1,1
"21010508243945940",0,0,1,28903,156,233050,10,4,27,6,14,2,6,3,28,20,77,0,8,9,2,0,2,116,36,4,1,1,1,1
"21010508264259410",0,0,1,60055,230,631129,11,4,30,7,19,15,6,5,30,22,105,12,12,19,3,2,13,194,32,4,0.666666666666667,1,1,0
"21010508270493016",0,0,1,29927,123,266159,8,3,23,6,12,0,3,0,28,18,52,0,8,11,2,0,0,85,36,2,0.666666666666667,0,1,1
"21010508285666236",0,0,1,8309,172,223965,11,4,28,7,16,2,4,2,34,23,86,1,8,9,2,0,2,144,25,3,1,1,1,1
"21010508324874560",0,0,1,8596,173,162694,9,3,23,6,13,0,3,3,54,22,75,0,5,8,2,0,0,117,47,9,1,1,1,1
"21010508332636390",0,0,1,8055,170,195380,10,4,26,6,16,7,3,2,38,21,78,0,9,9,2,2,5,124,44,2,1,1,1,1
"21010508345665356",0,0,1,15256,102,195249,9,3,22,6,11,0,5,3,28,18,34,0,5,6,2,0,0,75,25,2,1,1,1,1
"21010508345761460",0,0,1,2981,208,210300,8,3,24,6,14,0,1,0,42,20,119,0,6,17,2,0,0,160,45,3,0.666666666666667,0,1,1
"21010508364998376",0,0,1,40249,150,307165,10,3,26,6,16,0,10,3,34,21,54,2,9,14,2,0,0,115,33,2,1,1,1,1
"21010508395332570",0,0,1,16156,121,306937,10,3,24,6,14,0,4,3,30,18,44,1,9,9,2,0,0,88,31,2,1,1,1,1
"21010508425577788",0,0,1,9747,208,378521,11,4,23,7,13,12,4,3,26,19,120,1,5,12,5,5,7,109,97,2,0.666666666666667,0,1,1
"21010508432810116",0,0,1,14204,128,202006,10,3,24,6,13,0,3,4,35,18,48,1,8,8,2,0,0,97,28,3,1,1,1,1
"21010508440295156",1,0,1,11124,102,125755,9,3,22,6,11,0,6,4,30,18,28,0,5,8,2,0,0,77,23,2,1,1,1,1
"21010508444316268",0,0,1,12792,198,260572,11,6,26,6,18,7,5,2,28,22,108,2,12,9,2,4,3,149,47,2,0.666666666666667,0,1,1
"21010508494485496",0,0,1,22918,199,314526,11,4,30,7,18,2,6,4,26,21,109,6,11,11,2,0,2,149,48,2,1,1,1,1
"21010508520641710",0,0,1,22035,166,245077,10,3,29,7,19,0,9,3,37,19,59,6,9,21,2,0,0,125,37,4,1,1,1,1
"21010508584321590",0,0,1,10682,164,228202,10,3,24,6,15,0,3,3,34,21,81,1,9,9,2,0,0,117,42,5,1,1,1,1
"21010508594253810",0,0,1,7151,161,141106,9,3,24,6,13,0,5,1,42,21,62,0,8,18,3,0,0,121,37,3,1,1,1,1
"21010509053094360",0,0,1,29606,142,267474,10,3,27,7,16,0,9,4,29,22,55,1,9,10,2,0,0,110,30,2,1,1,1,1
"21010509054387480",0,0,1,51051,147,307769,10,4,23,6,11,4,8,4,28,18,70,0,5,7,2,0,4,107,38,2,1,1,1,1
"21010509091594904",0,0,0,6785,146,577818,10,3,23,6,12,0,4,3,30,18,73,1,5,7,4,0,0,106,36,4,1,1,1,1
"21010509112044948",0,1,1,11654,156,189264,10,4,23,6,12,3,3,4,42,22,66,0,5,8,2,3,0,120,34,2,0.666666666666667,0,1,1
"21010509113086780",0,0,1,15160,154,409009,11,4,24,6,14,19,3,4,31,18,49,3,9,15,2,2,17,118,33,3,0.666666666666667,0,1,1
"21010509121048056",0,0,1,7842,193,110819,10,4,23,6,13,2,3,4,48,24,93,0,6,10,2,0,2,143,47,3,0.666666666666667,0,1,1
"21010509155762828",0,0,1,6226,133,227091,10,4,22,6,14,3,4,1,31,22,49,0,6,14,2,0,3,107,24,2,1,1,1,1
"21010509180454936",0,0,1,8352,190,442542,11,4,28,7,15,3,3,2,26,22,107,3,8,13,2,0,3,153,35,2,1,1,1,1
"21010509183662188",0,0,1,44350,113,270794,10,4,22,6,12,2,5,2,25,19,43,0,5,9,2,0,2,82,29,2,1,1,1,1
"21010509194617944",0,0,1,2420,115,153284,9,3,22,6,13,0,1,1,33,18,40,0,9,10,2,0,0,88,25,2,1,1,1,1
"21010509251031440",0,0,1,9766,167,258510,10,3,24,6,15,0,2,1,40,20,82,1,9,9,2,0,0,132,33,2,1,1,1,1
"21010509263217476",1,1,1,19936,273,1345866,11,4,27,7,17,14,3,1,34,25,168,4,8,13,2,2,12,223,46,4,0.333333333333333,0,0,1
"21010509265126416",1,1,1,15642,185,294011,11,4,26,7,14,5,5,2,43,18,87,2,8,12,2,0,5,152,31,2,1,1,1,1
"21010509275412748",0,0,1,9985,198,414198,11,4,26,7,16,2,4,2,31,21,101,6,6,22,2,0,2,146,49,3,0.333333333333333,0,0,1
"21010509292189464",0,0,1,38765,164,238629,10,3,24,6,16,0,4,1,38,25,77,1,6,9,2,0,0,126,34,4,1,1,1,1
"21010509325069144",0,0,1,14215,135,318053,9,3,24,6,13,0,4,4,35,18,52,0,9,10,2,0,0,103,28,4,0.666666666666667,0,1,1
"21010509325504024",0,0,1,15396,141,382590,11,4,24,7,14,6,5,1,26,19,44,1,8,28,2,2,4,94,45,2,1,1,1,1
"21010509373722936",1,0,1,7435,156,195272,11,4,25,7,15,5,4,1,35,20,67,3,5,13,2,0,5,116,38,2,0.333333333333333,0,0,1
"21010509375608610",0,0,1,20713,178,410912,11,4,25,7,15,7,11,4,30,19,59,2,6,37,2,2,5,121,55,2,1,1,1,1
"21010509380712680",0,0,1,24178,187,316853,10,3,25,7,14,0,6,2,27,19,103,2,11,14,2,0,0,141,44,2,0.666666666666667,0,1,1
"21010509390206944",0,0,1,29961,127,193194,9,3,23,6,12,0,7,2,33,18,50,0,6,8,2,0,0,96,28,3,1,1,1,1
"21010509390818224",0,0,1,10004,133,241883,11,4,25,7,16,5,3,1,31,20,46,1,9,14,2,2,3,99,32,2,0.666666666666667,0,1,1
"21010509432791520",1,0,1,6957,146,222287,10,3,24,6,13,0,3,2,26,23,74,1,5,8,3,0,0,106,38,2,1,1,1,1
"21010509433566820",1,0,1,42968,148,381869,11,4,28,7,17,3,6,3,32,24,51,3,12,11,2,0,3,118,28,2,1,1,1,1
"21010509463350260",0,0,1,14351,136,907255,11,4,27,7,17,8,5,1,30,23,48,2,6,10,2,2,6,113,21,2,1,1,1,1
"21010509480277196",0,0,1,23469,151,420075,11,4,23,7,12,2,4,2,26,18,77,2,5,12,2,0,2,111,36,4,0.666666666666667,0,1,1
"21010509500023556",0,0,1,33745,157,272803,11,4,28,7,17,5,7,2,37,18,55,4,9,17,2,3,2,119,36,2,0.666666666666667,0,1,1
"21010509522021560",0,0,1,15276,150,218315,10,3,26,6,17,0,7,4,29,22,61,2,9,11,4,0,0,112,31,7,1,1,1,1
"21010509524694336",0,0,1,20426,224,1206964,11,4,30,7,19,4,8,4,36,36,109,4,9,11,2,0,4,187,33,4,1,1,1,1
"21010509530808210",0,0,0,14719,159,310502,9,3,23,6,13,0,6,2,36,18,59,0,9,26,2,0,0,117,40,2,0.666666666666667,0,1,1
"21010509572301840",0,0,1,20335,148,202592,9,3,23,6,13,0,7,3,36,18,60,0,9,12,2,0,0,108,37,3,1,1,1,1
"21010509595358068",0,0,1,8509,151,16648504,11,4,28,6,17,6,5,3,29,29,55,2,8,10,3,2,4,120,28,3,0.333333333333333,0,1,0
"21010510002457452",0,1,1,7499,156,328183,11,4,23,7,15,13,3,2,33,27,58,1,6,10,2,2,11,125,29,2,0.666666666666667,0,1,1
"21010510031991450",0,0,1,31812,146,333643,11,4,25,6,14,2,5,2,28,18,67,1,9,11,2,2,0,106,38,2,1,1,1,1
"21010510044089524",0,0,0,11614,149,1091819,10,4,23,6,14,2,6,1,36,21,56,0,12,12,2,0,2,114,33,2,1,1,1,1
"21010510045874964",0,0,1,30989,141,182541,11,4,25,6,16,2,5,1,27,20,65,2,8,8,2,0,2,105,34,2,1,1,1,1
"21010510053688330",0,0,1,14479,127,432574,11,4,23,6,13,4,3,3,25,18,53,1,8,9,2,0,4,88,37,2,1,1,1,1
"21010510094631560",0,0,1,2951,198,192339,9,4,27,6,17,3,2,0,42,30,91,0,9,17,3,0,3,138,51,9,0.333333333333333,0,1,0
"21010510095471450",0,0,1,19449,202,581283,11,4,32,7,21,9,4,1,32,27,94,7,9,16,2,0,9,161,35,6,1,1,1,1
"21010510103573824",0,0,1,35668,156,405897,11,4,27,6,16,2,8,2,29,23,65,2,5,16,3,0,2,112,41,3,0.666666666666667,0,1,1
"21010510141999610",0,0,1,23701,152,226852,10,3,24,6,12,0,7,3,27,18,75,1,5,12,3,0,0,111,35,6,0.666666666666667,1,0,1
"21010510142676172",0,0,1,8066,123,188904,10,4,21,6,12,2,5,1,28,19,53,0,5,7,2,0,2,93,28,2,1,1,1,1
"21010510142948870",0,0,0,30777,125,285502,11,4,24,7,13,5,3,2,29,21,46,1,5,10,2,0,5,96,26,3,0.666666666666667,0,1,1
