"session_id","fullscreen","hq","music","hover_duration","n_actions","elapsed_time","n_event_name","n_name","n_fqid","n_room_fqid","n_text_fqid","n_notebook_click","n_object_hover","n_map_hover","n_cutscene_click","n_person_click","n_navigate_click","n_observation_click","n_notification_click","n_object_click","n_map_click","n_page1","n_page2","n_page3","n_page4","n_page5","n_page6","n_page0","n_historicalsociety","n_kohlcenter","n_capitol","n_humanecology","n_drycleaner","n_library","n_wildlifecenter","n_flaghouse","correctness","q14","q15","q16","q17","q18","cp1","cp2","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13"
"20100215330750290",0,0,1,18634,724,6721914,11,4,52,12,33,4,17,21,88,119,423,4,11,28,8,0,0,0,2,0,2,0,436,0,27,0,0,72,140,49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100215344879850",0,0,1,18884,500,573379,11,4,54,13,36,2,10,23,74,143,203,5,6,19,14,0,0,0,0,0,2,0,305,0,14,0,0,40,107,34,0.6,0,1,1,1,0,0.666666666666667,0.8,0,1,1,1,0,1,1,1,1,1,1,1,0
"20100215393480970",0,0,1,47508,444,887655,11,4,54,12,34,3,17,10,80,120,168,4,13,22,6,0,0,0,0,3,0,0,254,0,13,0,0,46,107,24,0.6,1,0,1,0,1,1,0.5,1,1,1,1,0,1,0,1,0,0,0,1,1
"20100215410296856",0,0,1,61638,758,1189927,11,4,58,16,41,13,22,57,77,140,385,4,12,23,24,0,0,0,4,0,9,0,420,31,26,16,11,71,145,38,0.2,1,0,0,0,0,0.333333333333333,0.2,0,0,1,0,0,0,0,1,0,1,0,0,0
"20100215431996840",0,0,1,34730,534,518184,11,4,52,12,28,8,12,24,84,114,250,3,10,22,6,0,0,0,0,4,4,0,322,0,12,0,0,57,108,35,0.6,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100215495298904",0,0,1,40104,564,2487123,11,4,53,13,39,44,16,32,56,114,253,5,8,19,16,0,0,0,18,14,12,0,336,0,9,0,0,61,113,45,0.4,0,0,1,0,1,0.666666666666667,0.7,0,1,1,1,1,0,1,0,1,1,1,1,0
"20100215513290430",0,0,1,48371,809,649599,11,6,57,12,34,12,27,13,84,127,471,4,13,45,12,1,2,2,5,0,2,0,502,0,38,0,0,106,117,46,0.6,0,0,1,1,1,1,0.7,1,1,1,1,1,1,0,0,1,0,1,1,1
"20100215514363996",0,0,1,37763,410,572719,11,4,56,12,33,17,22,7,57,103,154,4,8,31,6,0,0,0,2,7,8,0,214,0,7,0,0,48,114,27,0.6,1,1,0,0,1,1,0.8,1,1,1,1,1,1,1,1,1,1,0,1,0
"20100216003610868",1,1,1,55215,596,919276,11,4,58,14,38,4,24,36,85,136,253,5,9,29,14,0,0,0,2,2,0,0,350,0,8,8,0,56,123,51,0,0,0,0,0,0,1,0.3,1,1,1,0,0,0,0,0,0,0,1,1,1
"20100216033884020",0,0,1,33359,541,604212,11,4,53,13,33,15,11,18,66,101,286,4,8,18,13,0,0,0,9,4,2,0,322,0,15,0,0,91,86,27,0.8,1,0,1,1,1,1,0.7,1,1,1,0,1,1,1,1,1,1,0,1,0
"20100216063348280",0,0,1,50294,340,540005,10,3,54,12,32,0,19,20,53,96,106,4,16,18,7,0,0,0,0,0,0,0,198,0,8,0,0,42,62,30,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"20100216144092944",0,0,1,31530,481,713594,11,6,58,13,34,47,14,26,54,120,178,4,8,17,12,2,2,3,19,9,10,2,249,0,10,0,0,79,103,40,0.8,0,1,1,1,1,1,0.3,1,1,1,1,0,1,0,0,1,0,0,0,0
"20100216311459110",1,1,1,41668,356,768860,11,6,49,12,32,23,14,9,58,114,105,4,8,13,7,2,4,3,4,2,7,1,179,0,6,0,0,63,83,25,0.8,1,1,1,0,1,1,0.8,1,1,1,1,0,1,1,1,1,1,0,1,1
"20100216323445964",0,0,1,89103,1252,1551572,11,5,61,16,42,74,41,77,80,210,573,8,9,143,36,2,2,2,19,18,20,11,484,25,124,38,3,232,261,85,0.6,0,0,1,1,1,0.666666666666667,0.3,0,1,1,0,0,0,0,0,1,0,0,1,1
"20100216352217850",0,0,1,75210,1684,17275236,11,4,70,17,42,58,46,71,62,160,1189,14,8,55,20,0,0,0,47,4,7,0,1032,46,71,33,29,167,270,36,0.8,1,1,1,0,1,1,0.6,1,1,1,0,0,1,1,0,1,1,1,1,0
"20100216352368660",0,0,1,130737,997,2402616,11,4,63,16,41,24,19,136,70,160,482,8,12,35,50,0,0,0,8,6,10,0,440,73,84,68,49,95,141,47,0.6,0,0,1,1,1,0.666666666666667,0.2,0,1,1,0,0,0,1,0,0,1,0,0,0
"20100216352581310",1,1,1,76933,454,4379666,10,3,61,13,32,0,29,24,74,117,131,4,12,53,9,0,0,0,0,0,0,0,262,0,10,0,0,53,93,36,0.6,1,0,0,1,1,1,0.7,1,1,1,1,1,0,1,1,0,1,1,1,0
"20100216481478136",0,0,1,60234,445,1169520,10,3,59,16,37,0,16,41,76,129,125,4,11,27,15,0,0,0,0,0,0,0,214,4,18,17,13,50,98,31,0.6,0,1,1,0,1,1,0.6,1,1,1,1,1,0,0,1,1,0,1,1,0
"20100216501616096",0,0,1,27597,466,697453,11,4,51,12,33,6,13,18,74,104,216,3,6,17,8,0,0,0,0,0,6,0,259,0,18,0,0,57,92,40,0.4,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100216532259820",0,0,1,39911,543,730022,11,6,58,13,38,34,24,17,79,128,214,5,11,20,10,2,2,2,8,15,4,1,326,0,10,0,0,59,115,33,0.6,0,0,1,1,1,1,0.6,1,1,1,1,0,1,1,1,0,0,1,1,0
"20100216555719172",0,0,1,27482,430,321140,11,4,54,12,37,2,21,17,60,109,170,5,17,21,7,0,0,0,0,0,2,0,261,0,9,0,0,47,80,33,0.8,1,0,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"20100217053697708",0,0,1,17617,422,475167,11,4,48,12,33,12,12,11,70,147,140,4,6,10,9,0,0,0,6,2,4,0,225,0,16,0,0,51,105,25,0.6,1,0,1,0,1,0.666666666666667,0.7,0,1,1,0,0,1,1,0,1,1,1,1,1
"20100217074338900",1,1,1,40168,1030,1414638,11,6,61,13,39,29,24,31,63,145,648,4,18,55,12,0,0,0,11,10,8,0,586,0,24,0,0,117,246,57,0.8,1,0,1,1,1,0.666666666666667,0.3,0,1,1,0,0,0,1,0,0,0,1,1,0
"20100217114329816",0,0,1,61428,486,1216669,11,4,50,12,31,12,16,21,61,98,242,3,8,15,9,0,0,0,4,8,0,0,257,0,28,0,0,47,125,29,0.6,0,0,1,1,1,0.666666666666667,0.5,0,1,1,1,0,0,1,0,0,1,1,1,0
"20100217155864136",0,0,1,42500,673,663205,11,4,58,13,40,2,26,30,79,141,328,5,11,42,8,0,0,0,0,2,0,0,325,0,17,0,0,91,200,40,0.4,0,0,0,1,1,0.666666666666667,0.7,0,1,1,1,0,1,0,1,1,1,1,1,0
"20100217363309880",0,0,1,56525,563,959259,11,4,58,13,41,23,16,23,76,128,236,8,14,29,9,0,0,0,10,9,4,0,301,0,20,0,0,63,141,38,1,1,1,1,1,1,1,0.4,1,1,1,1,0,0,1,1,0,0,0,0,1
"20100217505765570",0,0,1,37734,379,1083454,11,4,49,12,33,12,10,6,74,121,124,4,8,12,7,0,0,0,4,6,2,0,223,0,5,0,0,41,88,22,0.6,1,0,1,0,1,1,0.8,1,1,1,1,1,1,1,1,1,0,1,1,0
"20100217513930164",0,0,1,40512,560,975097,11,4,59,13,37,29,20,11,75,131,233,4,11,38,7,0,0,0,10,13,6,0,296,0,9,0,0,42,185,28,0.8,1,1,1,0,1,1,0.7,1,1,1,0,0,1,1,1,1,0,1,1,1
"20100217570632264",0,0,1,70670,602,973652,11,4,60,14,37,14,24,30,54,112,308,6,14,29,10,0,0,0,9,5,0,0,386,0,28,27,0,39,88,34,0.6,1,1,1,0,0,1,0.4,1,1,1,1,1,1,0,0,0,1,0,0,0
"20100218033279496",0,0,1,52959,577,2377919,10,3,52,13,34,0,15,29,58,105,330,4,8,16,11,0,0,0,0,0,0,0,295,0,7,0,0,70,167,38,0.8,1,0,1,1,1,1,0.6,1,1,1,1,0,1,1,1,1,0,0,0,1
"20100218272025190",0,0,1,63134,381,650598,10,3,55,13,37,0,20,13,57,108,141,4,14,17,6,0,0,0,0,0,0,0,227,0,10,0,0,41,76,27,0.4,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100219143371764",0,0,1,64396,916,960998,11,4,62,16,43,8,24,59,62,127,550,6,8,40,31,0,0,0,4,2,2,0,423,24,81,64,17,137,123,47,0.6,1,0,0,1,1,1,0.5,1,1,1,1,0,1,0,1,0,0,1,1,0
"20100220002092344",1,1,0,45521,476,763375,11,4,54,12,31,26,24,27,75,121,159,4,8,23,8,0,0,0,8,4,14,0,265,0,14,0,0,62,87,48,0.2,0,0,0,1,0,1,0.4,1,1,1,0,0,1,0,0,1,0,1,1,0
"20100220033012664",0,0,1,46381,470,1085027,11,4,54,12,35,24,18,20,77,128,139,5,11,41,6,0,0,0,10,6,8,0,243,0,11,0,0,73,117,26,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0,1,1,0
"20100220100625770",0,0,1,41004,440,824344,11,6,54,13,36,8,21,17,55,117,186,4,8,16,7,0,0,0,5,3,0,0,210,0,15,0,0,34,151,30,0.6,1,0,0,1,1,1,0.6,1,1,1,1,0,1,0,1,1,0,1,1,0
"20100220160196090",0,0,1,51783,485,1131099,11,4,54,12,34,14,17,30,70,126,185,4,8,19,11,0,0,0,10,4,0,0,272,0,27,0,0,49,108,29,0.8,1,1,1,0,1,1,0.3,1,1,1,0,0,0,0,0,0,1,1,1,0
"20100220482525630",0,1,1,51087,687,853372,11,4,67,16,36,4,34,47,81,134,319,4,11,37,15,0,0,0,0,4,0,0,347,26,36,26,19,56,145,32,0.6,0,1,1,0,1,1,0.6,1,1,1,1,0,1,1,0,1,0,1,1,0
"20100220575696256",0,0,1,46606,474,591972,11,5,56,12,33,19,16,19,73,118,181,5,11,23,8,0,0,1,12,6,0,0,288,0,9,0,0,42,105,30,0.6,1,1,0,0,1,1,0.8,1,1,1,0,1,1,1,1,1,1,1,1,0
"20100221154871710",0,0,1,35677,433,621060,11,4,56,12,35,9,18,16,78,125,144,5,11,20,6,0,0,0,2,7,0,0,238,0,9,0,0,37,122,27,1,1,1,1,1,1,1,0.7,1,1,1,1,1,1,1,0,1,0,1,1,0
"20100221443309620",0,0,1,50513,530,726596,11,4,60,13,34,12,26,33,76,124,204,5,8,31,10,0,0,0,0,4,8,0,280,0,11,0,0,88,115,36,0.6,1,0,1,0,1,1,0.6,1,1,1,1,0,1,1,1,1,0,1,0,0
"20100305412835750",1,1,1,35174,382,708615,10,3,52,12,35,0,15,8,75,123,115,4,14,21,6,0,0,0,0,0,0,0,214,0,5,0,0,33,105,25,1,1,1,1,1,1,1,0.7,1,1,1,0,1,1,1,0,1,1,1,1,0
"20100306151955890",1,1,1,93346,597,2576440,11,4,60,13,34,12,29,25,76,126,239,4,13,59,13,0,0,0,6,2,4,0,380,0,33,0,0,43,95,46,0.8,1,1,1,0,1,0.666666666666667,0.5,0,1,1,1,1,0,0,1,1,0,1,0,0
"20100307115476970",1,0,1,17224,398,332782,11,4,52,12,35,4,16,14,55,106,171,4,8,13,6,0,0,0,2,0,2,0,224,0,13,0,0,40,89,32,0.6,1,0,1,0,1,0.666666666666667,0.9,0,1,1,1,1,1,1,1,1,0,1,1,1
"20100307160395410",1,1,0,68381,384,428017910,11,4,57,12,32,4,14,20,56,102,142,4,8,23,10,0,0,0,0,0,4,0,205,0,26,0,0,48,80,25,0.8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100307220961724",0,0,1,37191,451,432889,10,3,57,12,31,0,21,20,76,116,172,3,14,21,7,0,0,0,0,0,0,0,251,0,9,0,0,53,108,30,0.6,1,0,1,0,1,1,0.9,1,1,1,1,1,1,1,0,1,1,1,1,1
"20100307271312670",0,0,1,57675,495,772518,11,4,59,14,37,2,24,44,70,127,166,6,17,19,19,0,0,0,0,2,0,0,290,0,48,5,0,33,93,26,0.8,1,0,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"20100307320242960",0,0,1,24898,388,1919850,11,4,52,12,33,2,21,15,75,119,121,4,8,13,9,0,0,0,2,0,0,0,219,0,10,0,0,38,86,35,0.8,0,1,1,1,1,0.333333333333333,0.7,0,1,0,1,1,1,1,0,1,0,1,1,0
"20100307371130370",0,0,1,49740,501,1004775,11,6,61,13,34,14,17,30,55,104,234,6,9,24,7,0,0,0,3,5,6,0,295,0,13,0,0,60,95,38,0.8,1,0,1,1,1,0.666666666666667,0.5,0,1,1,1,0,1,1,0,1,0,0,0,1
"20100307415769344",0,0,1,38396,723,938027,11,4,54,15,40,30,19,43,72,144,354,6,9,29,16,0,0,0,12,10,8,0,385,0,39,22,20,91,130,36,0.6,0,0,1,1,1,0.666666666666667,0.2,0,1,1,0,0,0,1,0,0,0,0,1,0
"20100307482249544",0,1,1,53883,577,678692,11,4,61,14,36,5,27,21,59,104,291,5,12,44,8,0,0,0,0,2,3,0,341,0,25,0,0,48,133,30,0.4,0,1,0,0,1,1,0.6,1,1,1,1,0,1,1,1,1,0,0,1,0
"20100308065207016",0,0,1,47109,381,722513,10,3,58,14,34,0,23,19,59,102,130,4,8,29,6,0,0,0,0,0,0,0,223,0,7,0,0,41,79,31,0.8,1,1,1,0,1,1,0.8,1,1,1,1,0,1,1,0,1,1,1,1,1
"20100308090223200",0,0,1,55920,463,687564,11,5,56,12,38,7,20,32,78,127,147,4,8,30,9,0,0,0,0,3,4,0,252,0,13,0,0,64,89,45,0.4,0,1,0,0,1,0.666666666666667,0.6,0,1,1,1,0,0,0,1,1,1,1,1,0
"20100308125456576",0,0,1,33673,790,556729,11,4,58,13,40,47,18,23,75,136,441,6,14,22,7,0,0,3,14,15,15,0,460,0,17,0,0,81,193,39,0.6,0,0,1,1,1,1,0.5,1,1,1,1,0,1,1,0,1,0,0,1,0
"20100308180527310",0,0,0,47721,491,548830,10,3,56,12,35,0,26,26,84,125,171,5,10,36,7,0,0,0,0,0,0,0,297,0,10,0,0,51,91,42,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,1,1,0,1,1,0
"20100308245811950",1,1,1,42448,381,652565,11,4,56,12,33,2,21,12,58,97,139,4,17,24,6,0,0,0,2,0,0,0,223,0,8,0,0,48,76,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20100308255503228",0,0,1,31320,556,697882,11,6,56,13,39,45,18,20,82,137,211,4,8,22,8,1,2,5,10,13,14,0,309,0,22,0,0,51,139,35,0.8,1,0,1,1,1,0.666666666666667,0.6,0,1,1,1,1,0,1,1,1,0,0,1,0
"20100308334567824",0,0,1,17204,424,399351,11,4,48,12,30,5,14,18,71,120,164,3,6,15,7,0,0,0,0,0,5,0,217,0,20,0,0,50,104,33,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,0,1,1,1
"20100308335578530",1,0,1,82322,641,737405,10,3,53,12,36,0,24,22,73,135,262,4,30,84,6,0,0,0,0,0,0,0,348,0,25,0,0,101,121,46,0.4,0,0,1,0,1,0.666666666666667,0.1,0,1,1,0,0,0,0,1,0,0,0,0,0
"20100308372642200",1,0,1,55870,471,1118602,11,6,59,14,38,35,21,16,54,108,172,5,11,40,8,0,0,5,10,6,14,0,237,29,7,0,0,69,91,38,0.4,1,1,0,0,0,1,0.4,1,1,1,1,0,0,0,1,0,0,1,1,0
"20100308381327090",0,0,1,64150,419,1724000,10,3,58,13,33,0,19,26,60,98,170,5,11,22,7,0,0,0,0,0,0,0,247,0,11,0,0,46,73,42,1,1,1,1,1,1,1,0.6,1,1,1,1,1,1,0,0,1,1,0,1,0
"20100308384707580",0,0,0,27569,533,2221678,11,4,53,13,37,4,13,34,62,115,261,5,8,20,10,0,0,0,0,4,0,0,254,0,10,24,0,68,148,29,0.6,0,0,1,1,1,1,0.5,1,1,1,0,0,1,1,1,0,0,0,1,1
"20100308390755890",0,0,1,36030,377,468810,11,4,51,12,31,2,15,18,59,99,148,4,8,16,7,0,0,0,0,0,2,0,198,0,9,0,0,47,88,35,0.6,1,0,0,1,1,1,0.9,1,1,1,1,0,1,1,1,1,1,1,1,1
"20100308393456124",0,0,1,38688,504,715161,11,4,53,13,36,9,15,19,72,128,231,3,8,12,6,0,0,0,2,5,2,0,300,0,14,0,0,42,117,31,0.6,0,1,1,0,1,0.666666666666667,0.5,0,1,1,1,1,1,1,1,0,0,0,0,0
"20100308415294944",0,0,0,60021,562,4712976,11,4,59,16,37,8,24,60,75,137,206,4,8,20,19,0,0,0,0,6,2,0,242,3,28,16,30,61,156,26,0.8,1,1,1,1,0,1,0.7,1,1,1,1,1,1,0,1,0,0,1,1,1
"20100308470850360",0,0,1,51663,637,742927,11,6,54,13,37,31,15,49,72,110,314,4,8,15,18,0,0,1,9,19,2,0,317,0,39,0,0,68,177,36,0.8,1,0,1,1,1,1,0.6,1,1,1,1,0,0,0,1,1,0,1,1,1
"20100308482129564",0,0,1,57523,966,1664222,11,4,53,16,39,8,18,76,75,163,544,4,8,35,34,0,0,0,0,2,6,0,450,23,118,37,9,54,142,133,0.8,1,0,1,1,1,0.666666666666667,0.1,1,0,1,0,0,0,1,0,0,0,0,0,0
"20100308493009464",0,0,1,42372,515,654566,11,4,58,14,35,21,22,22,64,105,226,6,10,28,10,0,0,0,4,6,11,0,264,0,10,0,2,71,136,32,0.8,1,1,0,1,1,0.666666666666667,0.7,0,1,1,1,1,1,1,0,1,1,0,1,0
"20100308531727490",0,0,1,94571,1086,1483075,11,4,60,16,41,36,16,135,58,127,635,8,9,22,39,0,0,0,8,10,18,0,460,83,72,76,58,115,185,37,0.2,0,0,0,0,1,1,0.4,1,1,1,1,1,0,0,0,1,0,0,1,0
"20100309031978676",0,0,1,37294,390,589464,10,3,55,12,35,0,17,14,69,120,120,4,14,24,7,0,0,0,0,0,0,0,218,0,12,0,0,37,90,33,0.8,1,0,1,1,1,1,0.5,1,1,1,1,0,1,1,0,0,0,1,1,0
"20100309060500630",0,0,0,37482,442,650690,11,6,55,12,35,12,14,21,54,113,180,6,6,25,10,0,0,4,4,4,0,0,249,0,20,0,0,46,102,25,0.6,0,1,1,0,1,0.666666666666667,0.2,0,1,1,1,0,0,0,0,0,1,0,0,0
"20100309073611370",0,0,1,89052,735,1297978,11,6,56,16,37,44,29,33,56,108,364,8,16,56,20,0,0,8,14,14,8,0,429,21,38,10,13,61,134,29,0.6,0,1,1,0,1,0.666666666666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"20100309090695490",0,1,1,61383,582,1124461,11,4,56,13,37,28,12,31,76,136,253,4,10,17,14,0,0,0,12,12,4,0,299,0,27,0,0,38,190,28,0.4,0,0,0,1,1,0.666666666666667,0.4,0,1,1,1,0,1,0,0,1,0,0,1,0
"20100309130510890",0,0,1,44167,504,499210,11,4,60,14,37,11,24,56,71,129,167,3,11,20,11,0,0,0,4,0,7,0,258,0,32,0,6,79,94,35,0.6,0,0,1,1,1,1,0.4,1,1,1,0,0,1,1,0,1,0,0,1,0
"20100309191902580",1,0,1,52286,758,3979365,11,4,57,13,38,2,18,49,74,147,395,18,13,24,17,0,0,2,0,0,0,0,394,0,64,0,0,57,199,44,0.4,0,0,0,1,1,0.666666666666667,0.3,1,1,0,0,0,0,0,0,1,0,1,1,0
"20100309201302704",0,0,0,109011,824,1920983,11,4,71,15,39,16,39,72,72,138,400,5,8,52,21,0,0,0,2,10,4,0,421,0,77,38,13,103,145,27,0.4,1,0,0,0,1,1,0.7,1,1,1,1,1,1,1,1,1,0,0,1,0
"20100309230035424",0,0,1,35779,520,580873,10,3,55,12,34,0,13,15,72,128,249,4,8,19,11,0,0,0,0,0,0,0,308,0,20,0,0,43,108,41,0.6,0,1,0,1,1,1,0.8,1,1,1,1,1,1,1,0,1,1,1,1,0
"20100309293553010",0,0,1,59903,627,1321066,11,5,60,13,38,31,28,40,78,134,267,7,8,23,10,1,1,1,7,17,2,2,396,0,20,0,0,50,134,27,0.8,1,0,1,1,1,1,0.7,1,1,1,1,0,1,1,1,1,1,0,1,0
"20100309301849684",0,0,1,39376,1034,1126455,11,4,63,16,44,2,19,63,64,139,654,9,16,35,32,0,0,0,0,0,2,0,466,58,64,70,29,127,167,53,0.6,1,0,0,1,1,0.666666666666667,0.3,0,1,1,0,0,0,0,1,0,0,1,1,0
"20100309311258884",1,1,1,62095,484,540522,11,4,56,12,37,12,20,20,59,103,214,5,16,28,6,0,0,0,3,7,2,0,302,0,17,0,0,44,90,31,0.4,0,0,1,0,1,1,0.7,1,1,1,1,1,1,0,0,1,0,1,1,1
"20100309331643590",0,0,1,0,521,356179,9,4,48,12,31,16,0,0,94,123,251,4,6,20,6,0,0,0,0,12,4,0,267,0,11,0,0,41,170,32,0.6,1,0,0,1,1,0.666666666666667,0.8,1,1,0,1,0,1,1,1,1,1,1,1,0
"20100309363167068",0,0,0,43363,648,618966,11,4,55,13,35,32,42,16,77,127,292,5,6,43,7,0,0,0,11,8,13,0,290,0,12,0,0,125,184,37,0.8,1,0,1,1,1,0.666666666666667,0.4,0,1,1,1,0,1,0,0,1,0,1,0,0
"20100309375207300",0,0,1,22885,627,580092,11,4,48,12,41,19,12,22,84,166,293,3,6,11,10,0,0,0,0,15,4,0,336,0,25,0,0,69,161,36,0.6,0,0,1,1,1,0.333333333333333,0.8,0,1,0,1,0,1,0,1,1,1,1,1,1
"20100309412344784",0,0,1,47513,1047,1128063,11,4,54,13,39,56,27,23,80,145,649,4,6,45,11,0,0,0,14,28,14,0,574,0,21,0,0,75,333,44,0.8,1,0,1,1,1,0.666666666666667,0.3,0,1,1,0,0,0,0,1,0,0,1,1,0
"20100309435520190",0,1,1,47103,915,2136777,11,4,54,16,40,31,21,46,76,149,512,5,6,51,17,0,0,0,8,12,11,0,463,31,46,20,6,94,205,50,0.6,0,0,1,1,1,0.333333333333333,0.4,0,1,0,0,0,0,1,0,1,0,1,1,0
"20100309443017140",0,0,1,32874,535,1275852,11,4,55,14,36,2,11,18,74,142,246,3,8,22,8,0,0,0,0,2,0,0,243,0,10,11,0,42,192,37,0,0,0,0,0,0,0.666666666666667,0.3,0,1,1,1,0,0,0,1,1,0,0,0,0
"20100309455864270",0,0,1,24422,647,336733,10,3,52,13,35,0,13,25,81,122,355,4,11,25,10,0,0,0,0,0,0,0,367,0,19,0,3,68,147,43,0.6,0,0,1,1,1,1,0.8,1,1,1,1,1,0,1,1,1,1,1,1,0
"20100309472366890",0,0,1,66134,686,950106,11,6,63,14,43,20,22,45,70,135,303,5,20,45,20,0,0,0,2,1,17,0,374,0,26,0,21,110,114,41,0.4,0,1,0,0,1,1,0.8,1,1,1,1,0,1,1,1,1,0,1,1,1
"20100309472394612",0,1,1,22079,344,1322521,11,4,47,12,31,2,15,9,57,100,130,4,6,14,6,0,0,0,0,0,2,0,192,0,8,0,0,38,73,33,0.4,1,0,0,0,1,1,0.6,1,1,1,1,0,1,1,1,0,1,0,1,0
"20100309473394550",0,0,1,87356,833,763908,11,4,61,16,43,4,37,56,70,151,430,6,18,39,21,0,0,0,0,0,4,0,461,28,22,25,5,77,148,67,0.4,0,0,0,1,1,0.333333333333333,0.1,0,1,0,0,0,0,1,0,0,0,0,0,0
"20100309494037300",0,0,1,20215,1035,415025,10,3,53,14,40,0,11,44,88,129,697,5,6,31,23,0,0,0,0,0,0,0,466,54,91,0,0,106,221,97,0.6,0,0,1,1,1,1,0.3,1,1,1,0,0,1,1,0,0,0,1,0,0
"20100310052382190",0,0,1,129127,1091,1923160,11,6,63,16,38,55,31,119,55,128,608,4,6,44,40,0,0,4,17,30,4,0,529,49,50,59,23,151,183,47,0.6,0,1,1,0,1,0.666666666666667,0.6,0,1,1,1,0,0,1,1,1,0,1,1,0
"20100310075709520",0,1,1,35831,485,768858,10,3,52,12,35,0,14,30,73,130,181,5,10,27,14,0,0,0,0,0,0,0,271,0,44,0,0,45,95,30,1,1,1,1,1,1,0.666666666666667,0.9,0,1,1,1,1,1,1,1,1,1,1,1,0
"20100310085206010",0,0,1,35720,633,707345,11,6,51,13,33,14,25,27,59,104,313,4,6,73,7,0,0,1,5,0,8,0,285,0,13,0,0,102,175,58,0.4,1,1,0,0,0,1,0.5,1,1,1,1,1,0,0,0,1,0,1,1,0
"20100310102121344",0,0,1,19253,439,397325,11,4,49,12,30,11,11,16,74,141,155,3,6,14,7,0,0,0,0,4,7,0,217,0,8,0,0,45,131,38,0.8,1,0,1,1,1,1,0.9,1,1,1,0,1,1,1,1,1,1,1,1,1
"20100310171691760",1,0,1,30277,569,454986,11,4,52,13,32,26,17,40,85,123,235,3,6,19,14,0,0,0,8,10,8,0,306,0,18,12,0,78,121,34,0,0,0,0,0,0,1,0.2,1,1,1,0,1,0,0,0,1,0,0,0,0
"20100310235278044",0,0,1,28420,712,794230,11,6,52,13,36,15,15,19,60,114,375,5,11,86,11,0,0,0,4,11,0,0,295,0,23,0,0,51,312,31,1,1,1,1,1,1,0.666666666666667,0.3,0,1,1,1,0,0,0,0,0,0,1,1,0
"20100310324044360",0,0,1,92565,464,1282179,11,5,57,12,36,11,23,16,75,124,171,4,14,18,7,0,0,0,1,2,8,0,224,0,10,0,0,41,156,33,0.4,0,1,0,0,1,1,0.6,1,1,1,1,0,1,1,1,1,1,0,0,0
"20100310362943920",0,0,0,46365,427,590553,11,5,58,13,36,5,21,19,59,106,169,6,13,21,7,0,0,2,3,0,0,0,243,0,19,0,0,39,95,31,0.4,0,0,0,1,1,1,0.6,1,1,1,1,1,0,1,1,1,0,0,1,0
"20100310363206396",0,0,1,85823,1169,2867264,11,5,67,16,43,31,21,75,74,178,664,9,15,60,41,0,0,0,1,23,7,0,561,45,75,36,23,104,279,46,0.4,0,0,1,0,1,1,0.3,1,1,1,0,0,1,0,1,0,0,0,1,0
"20100310382587370",1,1,1,54703,768,1033720,11,4,58,15,39,23,20,43,83,167,376,4,8,25,18,0,0,0,8,9,6,0,369,23,49,0,23,120,155,29,0.6,0,0,1,1,1,0.333333333333333,0.2,0,1,0,0,0,0,0,1,0,0,0,1,0
"20100310394856656",0,0,1,55402,788,789864,11,6,63,13,40,44,56,15,83,128,388,5,19,42,7,2,2,2,7,15,14,2,454,0,17,0,0,66,218,33,0.4,1,0,1,0,0,1,0.5,1,1,1,0,0,1,0,0,1,0,1,1,1
"20100310430520250",0,0,1,26395,444,596260,11,4,48,13,34,16,9,9,74,131,170,3,6,19,6,0,0,0,2,4,10,0,223,0,6,0,0,39,145,31,0.4,0,0,1,0,1,0.666666666666667,0.8,0,1,1,1,1,1,1,1,1,0,0,1,1
"20100310443498028",0,0,1,37045,663,154986317,11,4,54,13,35,16,14,23,82,132,342,6,8,29,10,0,0,0,2,2,12,0,367,0,14,37,0,64,146,35,0.8,1,1,0,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0
"20100310503514624",0,0,0,62115,363,963568,11,4,56,12,35,12,19,19,58,104,108,4,11,19,8,0,0,0,6,4,2,0,196,0,21,0,0,40,78,28,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,1,0,1,0,1,1,1
"20100310512923970",0,0,1,37497,544,508622,11,4,58,13,36,2,20,22,53,147,238,3,15,29,14,0,0,0,0,0,2,0,251,0,38,0,0,41,171,43,0.6,1,0,0,1,1,0.666666666666667,0.7,0,1,1,1,0,1,1,1,1,0,1,1,0
